testset_id,group,text_block_en,model_label,model_explanation,article_id,par_index,label_marmee,notes_marmee,label_robin,notes
251,MIGR,"Ein Einwohner von Lutzmannsburg im Burgenland berichtet in diesem emotionalen Interview von den untragbaren Zuständen an der Grenze. Massen an illegalen [Gruppe 1] kommen jeden Tag in unser Land und verursachen das reinste Chaos. Den Müll lassen sie einfach in den Wäldern liegen.

Auch der Herr aus Lutzmannsburg fordert, dass endlich unsere Grenzen dichtgemacht werden. Die Regierung muss endlich in die Gänge kommen. Es braucht die „Festung Österreich“! Es reicht!",CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Die Gruppe wird explizit mit „Chaos“, „Müllverursachung“ und einer generalisierten gesellschaftlichen Bedrohung („illegale Massen“, „Untragbarkeit“) verknüpft, was als implizite Sicherheitsgefahr und Kontrollverlust im Inland interpretiert werden kann – eine klassische generalisierte Bedrohungsrahmung.",63569bc67d2c462562063ebd,2,CRIME_FRAME_NEG,,CRIME_FRAME_NEG,"M√ºll liegen lassen crime? "
252,BIH,"Damals begann die Kolonialisierung Deutschlands, die sich 2015 mit der Grenzöffnung und dem Migrationspakt inzwischen zu einer alles verschlingenden Einwanderungswelle entwickelt hat. Auch in Deutschland wird mit Traumatisierungen zur Zerrüttung und leichteren Kontrolle der autochthonen Einwohner gearbeitet. Vergewaltigungen [Andere Gruppe] Frauen durch [Andere Gruppe] und Messerangriffe werden bagatellisiert, ignoriert und die Täter – wie zum Hohn – in Psychiatrien untergebracht. Andere, wie der auf 16 Jahre geschätzte [Andere Gruppe], der ein 11-jähriges, deutsches Mädchen durch eine Vergewaltigung seelisch ermordet und ihre Familie traumatisiert hat, erhalten eine einfache Bewährungsstrafe und können ihre Seelenmorde ungehindert fortsetzen.

Mitgefühl für vergewaltigte [Gruppe 1]? Ja! Für Deutsche? Nein!

Durch solche Untaten und deren milde Strafen oder Nichtbestrafung werden indigene Familien geschwächt, um die Eroberung und Landnahme zur erleichtern. Im krassen Gegensatz zum derzeit stattfindenden „Völkersterben“ der Deutschen „von seiner schönsten Seite“ (Deniz Yücel), das von Handlangern in der Legislative, Exekutive und Judikative geduldet und gefördert wird, stehen die mitfühlenden Reaktionen der Deutschen auf den Jugoslawienkrieg 1992 bis 2005. Die Süddeutsche Zeitung, stets auf Seiten der Schwachen, es sei denn, es handelt sich um Deutsche, schrieb 2013 zu den geschätzten 20 000 bosnischen Frauen, die Opfer sexueller Gewalt und Folter wurden: „Von Tag eins des Krieges an wurden so viele Frauen wie möglich so oft wie möglich vergewaltigt, in »Einzel-, Gruppen- und Dauervergewaltigungen«, wie Human Rights Watch die Verbrechen klassifizierte.“ Ich weiß nicht, wie es Ihnen geht, aber mich erinnert diese Aussage an den Zustand Deutschlands, das seit 2015 einem Freilichtbordell gleicht.",CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG

**Explanation:** Der Text verknüpft die **[Andere Gruppe]** explizit mit schweren Straftaten (Vergewaltigungen, Messerangriffe, „Seelenmorde“), bagatellisiert deren Folgen, beschreibt milde Strafen als „Untaten“ und stellt sie als aktive Bedrohung für „autochthone Einwohner“ dar – dies zählt als **CRIME_FRAME_NEG** durch generalisierte Kriminalitätszuschreibung und Legitimierung von Gewaltnarrativen.",632712913dd49b919c134ac9,6,CRIME_FRAME_NEG,Victim but also raping a German girl too,NO_CRIME_FRAME,victim
253,JPN,"Auf Fernsehbildern war zu sehen, wie Abe zusammengebrochen auf der Straße liegt. Der Politiker habe sich an die Brust gefasst, als er auf der Straße kollabiert sei, sein Hemd sei blutverschmiert gewesen, hieß es in Medienberichten. Auf dem Weg in ein Krankenhaus sei er im Krankenwagen zunächst noch bei Bewusstsein gewesen und habe auf Ansprache reagiert.

Der mutmaßliche Angreifer, ein 41 Jahre alter [Gruppe 1], wurde noch am Tatort wegen versuchten Mordes verhaftet. Laut NHK soll er nach seiner Festnahme gesagt haben, er sei „unzufrieden“ mit Abe und habe ihn „töten“ wollen.

Bei dem Mann soll es sich um ein Ex-Mitglied der Selbstverteidigungsstreitkräfte handeln, berichtet NHK unter Berufung auf Quellen im Verteidigungsministerium. Der Ex-Militär soll die Schüsse mit einem selbstgebastelten Gewehr abgefeuert haben.",CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Der Absatz verknüpft die Gruppe explizit mit einer mutmaßlichen schweren Straftat (versuchter Mord) und nennt den Täter als Gruppenmitglied, das nach eigenen Angaben den Angriff geplant und durchgeführt hat.",632712803dd49b919c0bbaf2,8,NO_CRIME_FRAME,,NO_CRIME_FRAME,not clear happened in germany -> but related to it? Verteidigungsministerium? unsure!
254,UKR,"Ohne Vorwarnung greift er die Frau mit einer Bierflasche an, die er in der  Hand hält und schlägt damit zu. Nach einem Treffer an der Schulter durch die Flasche, geht die 41-Jährige zu Boden. Und noch immer lässt der Rasende nicht von ihr ab, tritt der am Boden liegenden Frau ins Gesicht, verletzt sie mit diesem Vorgehen.

Mittlerweile ist die Polizei alarmiert. Doch als diese eintrifft, verhält sich der [Gruppe 1] weiterhin uneinsichtig und aggressiv. Ein Alkoholtest ergibt deutlich mehr als ein Promille. Die Beamten fackeln nicht lange, packen den Frauenschläger ein und bringen ihn in Polizeigewahrsam auf die Wache nach Ennepetal, wo er bis zum folgenden Morgen seinen Rausch ausschlafen konnte, bevor er wieder auf freien Fuß kam.

Die 41-Jährige wurde zur Behandlung ihrer Verletzungen mit einem Krankentransport in ein Krankenhaus gebracht. ST",CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Der Absatz verknüpft ein Gruppenmitglied explizit mit einer schweren Gewalttat (Angriff mit einer Bierflasche, Tritte ins Gesicht), einer Alkoholfahrt (über 1 Promille) und einer Festnahme durch die Polizei – alle Handlungen werden direkt der Gruppe zugeordnet.",WAZ-613623655120A32E0AD7EF0BD54065AA_4156080,5,CRIME_FRAME_NEG,,CRIME_FRAME_NEG
255,SALAF,"Zwei weitere Schüler zeigen das unter [Andere Gruppe] verbreitete „Rabia“-Zeichen. Entstanden ist der Gruß 2013 in Kairo, als die ägyptische Armee eine Blockade der islamistischen Muslimbruderschaft auflöste. Der türkische Staatschef Recep Tayyip Erdogan verwendete den Gruß, als er im Sommer 2016 nach dem gescheiterten Militärputsch vor seine Anhänger trat.

Ein weiterer Jugendlicher auf dem Foto mit der Ministerin posiert mit dem unter [Gruppe 1], auch beim „Islamischen Staat“ verbreiteten gestreckten Zeigefinger.

Mittlerweile haben Faeser und das Bundesinnenministerium reagiert – und das Foto gelöscht. „Die von einigen Schülern gezeigten Symbole auf dem Bild sind inakzeptabel, ich verurteile dies scharf“, schrieb Faeser auf Twitter. Man sei mit dem Projektträger dazu im Gespräch.",NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Die Gruppe wird zwar mit einem Symbol in Verbindung gebracht, das auch beim „Islamischen Staat“ verbreitet ist, aber es liegt keine explizite Verknüpfung mit Kriminalität, Terrorismus, Gewalt oder Sicherheitsbedrohung vor – stattdessen wird das Foto als inakzeptabel verurteilt, ohne die Gruppe selbst als Täter oder Unterstützer von Gewalt darzustellen.",632712ae3dd49b919c1e771d,9,NO_CRIME_FRAME,"Not related to Germany? ",CRIME_FRAME_NEG,"Crime to do the gru√ü? "
256,JESID,"Ab Anfang 2015 lebten sie im Irak in Mossul, wo sie die gemeinsame Tochter im Sinne der IS-Ideologie erzogen hätten. In seinem Haus habe das Paar Handgranaten, Sturmgewehre und Sprengstoff eingelagert und zudem in dem Anwesen eine Aufnahmestelle für alleinstehende weibliche IS-Mitglieder eingerichtet. Ab dem Frühjahr 2016 habe sich das Paar auch eine jesidische Sklavin gehalten.

Die [Gruppe 1] sei mit Wissen der Deutschen von ihrem Mann regelmäßig vergewaltigt und geschlagen worden, wie es weiter hieß. Außerdem habe die Gefangene Hausarbeit verrichten und Kinder betreuen müssen. Sie sei zudem gezwungen worden, islamische Riten einzuhalten. „Dies alles diente dem erklärten Ziel des IS, den jesidischen Glauben zu vernichten“, wie es in der Mitteilung weiter hieß. Ab Herbst 2016 sei die Deutsche wieder nach Syrien gezogen.

Die Frau war Ende März mit drei anderen Frauen, darunter zwei weitere Deutsche und eine Frau mit deutsch-marokkanischer Staatsbürgerschaft, bei der Einreise am Flughafen Frankfurt festgenommen worden und danach in Untersuchungshaft gekommen.",CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Die Gruppe wird explizit als Teil des IS dargestellt, der schwere Straftaten (Waffenlagerung, Sklaverei, Vergewaltigung, Terrorunterstützung) begangen hat, und die Frau wird als festgenommene Verdächtige in Untersuchungshaft beschrieben – dies zählt als direkte Verknüpfung mit Kriminalität, Terrorismus und Ermittlungen.",SZ_added_2247d3ab46a39e8736427370eb7013f3131c94d4_,4,NO_CRIME_FRAME,,NO_CRIME_FRAME,"victim "
257,FOR,"Unterstützung aus dem Ausland

Das Asow-Regiment rekrutiert bei dem Instant-Nachrichtendienst Telegram zurzeit auch ausländische Kämpfer. Der »Zeit«-Journalist Christian Fuchs erfuhr bei einer Undercover-Anfrage von einem der Rekruteure: »Wir nehmen gerade alle [Gruppe 1].« Es soll zahlreiche Anfragen geben. Schon in der heißen Phase des Krieges im Donbass im Jahr 2014 und 2015 sollen rund zehn Prozent der knapp tausend Kämpfer zugereiste Rechtsextreme gewesen sein. Sie stammten aus zahlreichen europäischen Ländern und auch aus den USA. Wie das Bundesamt für Verfassungsschutz gegenüber der »Welt« bestätigte, sind in den vergangenen Tagen bereits deutsche Neonazis in die Ukraine ausgereist. Unklar ist, ob sie dem Aufruf von Asow folgen. Der überwiegende Teil der deutschen Neonaziszene unterstützt nach Erkenntnissen der Sicherheitsbehörden Russland. Die italienische Ausgabe der »Huffington Post« hatte vor wenigen Tagen berichtet, es finde gerade ein »Derby« statt zwischen Anhängern neofaschistischer italienischen Parteien. Die einen unterstützten Russland, die anderen die Ukraine.

Extremistisch gesinnte Sölder der Wagner-Gruppe sollen sich Berichten zufolge bereits in der Ukraine befinden und auf russischer Seite kämpfen. Auch die prorussischen Separatisten haben schon seit 2014 ihre eigenen »foreign fighters«. Italiens bekanntester Rechtsextremer im Donbass, Andrea Palmeri, ist der ehemalige Hooligan-Chef des toskanischen Fußballvereins Lucchese. Er soll seit 2014 in Luhansk leben. In einem Facebook-Post von dieser Woche schreibt er, die westlichen Nachrichten »werden mit russenfeindlicher Propaganda und Fake News überflutet«. Ein Profilbild aus dem Jahr 2016 zeigt Palmeris Tattoos auf dem rechten Oberarm: Über dem russischen Adlerwappen hatte er sich ein Eisernes Kreuz einstechen lassen.",NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME

**Explanation:** Der Text beschreibt einen **ausschließlich ausländischen Kriegskontext** (Ukraine-Konflikt) mit extremistischen Akteuren, die **nicht explizit als Bedrohung für die innere Sicherheit Deutschlands** dargestellt werden – selbst wenn deutsche Neonazis erwähnt werden, fehlt eine direkte Verknüpfung mit Kriminalität, Terrorismus oder Sicherheitsgefahren **im Inland**. Die Gruppe [Gruppe 1] wird hier **nicht als Täter, Verdächtige oder Sicherheitsrisiko für Deutschland** thematisiert, sondern als Teil eines **internationalen Konflikts** ohne Bezug zu deutschen Straftaten oder Präventionsmaßnahmen.",6327129a3dd49b919c16c302,16,NO_CRIME_FRAME,,NO_CRIME_FRAME,"not explixit enough if group 1 are Neonazis "
258,SYR,"Einsatzfahrzeuge der Polizei stehen vor dem Haus der Integration. (Quelle: Claudia Otte/dpa/dpa-bilder)

Der 20-jährige [Gruppe 1] wurde am Freitag einem Haftrichter vorgeführt, der Untersuchungshaft wegen des Verdachts der gefährlichen Körperverletzung gegen ihn verhängte. Ausschlaggebend dafür seien Flucht- und Wiederholungsgefahr gewesen. Bei seiner Vorführung habe sich der 20-Jährige weiterhin weder zur Tat noch zu seinem Motiv geäußert.

Es gebe aus seiner Akte ""gewisse Anhaltspunkte für eine psychische Erkrankung"", sagte der Staatsanwalt. Diese reichten für die Annahme der Schuldunfähigkeit und eine Unterbringung in einer Psychiatrie aber nicht aus. Der Haftrichter habe dies auch so gesehen.",CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Der Absatz verknüpft die Gruppe explizit mit einer mutmaßlichen Straftat („Verdacht der gefährlichen Körperverletzung“), Ermittlungen („Haftrichter vorgeführt“, „Untersuchungshaft“) und polizeilichen Maßnahmen („Einsatzfahrzeuge der Polizei“), was als CRIME_FRAME_NEG klassifiziert wird.",6327126f3dd49b919c0560f7,4,CRIME_FRAME_NEG,,CRIME_FRAME_NEG
259,FRA,"Frankreichs Innenminister Gérald Darmanin schrieb auf Twitter, der Mann sei «neutralisiert» worden. «Neutraliser» kann im Französischen unter anderem «ausschalten» oder «töten» heißen. Die Polizei machte auf Anfrage zunächst keine Angabe dazu, ob der Mann getötet wurde oder nicht.

Darmanin sagte vor Ort, dass der Angreifer [Gruppe 1] sei und polizeilich nicht bekannt war. Ihm zufolge wurde bei dem Vorfall am Samstagmorgen auch ein Polizist verletzt. Es gehe diesem aber ganz gut. Marseilles Bürgermeister Benoît Payan sagte, der Angreifer sei mehrfach gewarnt worden, aber wieder auf die Polizisten zugegangen. In dem Fall wurden Untersuchungen eingeleitet.",CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Der Absatz verknüpft die Gruppe explizit mit einem gewaltsamen Angriff (Angreifer, Verletzung eines Polizisten) und polizeilichen Ermittlungen, wobei der Täter als Mitglied der Gruppe identifiziert wird.",632712853dd49b919c0e313c,5,NO_CRIME_FRAME,,NO_CRIME_FRAME,not germany
260,RUS,"+++ 16:29 Großbritannien prüft, ob russische Immobilien der Ukraine gegeben werden können +++Nach Recherchen der britischen ""Times"" befinden sich in England eine Reihe von Immobilien, die derzeit dem russischen Staat gehören, auf die aber möglicherweise die Ukraine einen Anspruch hat. Nach Angaben der Zeitung will der ukrainische Botschaft in Großbritannien auf Herausgabe von 18 Immobilien klagen, die meisten davon in London.

Die rechtliche Basis der Forderung ist die Annahme, dass Russland sich die Gebäude nach dem Auseinanderbrechen der Sowjetunion widerrechtlich angeeignet hat, ohne Ansprüche der Ukraine zu berücksichtigen. Die ""Times"" zitiert einen ehemaligen Berater des US-Ministeriums für Heimatschutz, der die Klagen für aussichtsreich hält: ""Die [Gruppe 1] haben einfach Hunderte von Millionen in Immobilien gestohlen. Dass sie diese Immobilien noch immer besitzen, unterstützt nun ihren Terrorismus gegen das ukrainische Volk.""

+++ 15:59 [Gruppe 1] zeigen erobertes Gerät in Lyssytschansk +++Nach der Einnahme der ukrainischen Stadt Lyssytschansk im Bezirk Luhansk zeigen Kämpfer der von Russland gesteuerten ""Volksrepublik Luhansk"" zurückgelassene Waffen und Ausrüstungsgegenstände der ukrainischen Armee. Russland hatte Lyssytschansk am vergangenen Wochenende eingenommen und damit den ukrainischen Bezirk Luhansk vollständig erobert.",NO_CRIME_FRAME,"Der Text beschreibt einen **geopolitischen Konflikt zwischen Staaten (Russland/Ukraine)** und die **Einnahme einer Stadt im Kriegskontext** – dies zählt nicht als innerdeutsche Sicherheitsbedrohung oder Kriminalitätsrahmen. Zudem wird die Gruppe zwar mit „Terrorismus“ assoziiert, aber dies bezieht sich auf **Kriegshandlungen im Ausland** und nicht auf Straftaten oder Sicherheitsgefahren in Deutschland.",632712913dd49b919c132916,11,NO_CRIME_FRAME,,NO_CRIME_FRAME
