article_id,par_index,group,text_block_en,step2_1_label,final_label,agreement,run_1,explanation_1,run_2,explanation_2,run_3,explanation_3,run_4,explanation_4,run_5,explanation_5
6327129a3dd49b919c16d336,3,ISLMST,"Doch dieser Anschlag ist gefühlt anders als die vorherigen, da er in der liberalen und hedonistischen israelischen Mittelmeermetropole stattfand. Tel Aviv ist das lebensfrohe Herz Israels, das Zentrum des kleinen Landes. Ein Anschlag mitten in dieser Stadt gibt allen [Andere Gruppe] ein besonders starkes Gefühl der Verletzlichkeit. Und er macht deutlich, wie schnell die vermeintliche Sicherheit verloren gehen kann – trotz einer starken Armee, trotz exzellenter Geheimdienste, trotz verschiedener Spezialkräfte im Kampf gegen den Terror.

Es ist Ramadan, der muslimische Fastenmonat. Schon vor Wochen bereiteten sich die israelischen Sicherheitsorgane für genau das vor, was nun eingetreten ist: eine Terrorwelle in Zeiten religiöser Feierlichkeiten. An vielen Orten im Westjordanland feierten Palästinenser gestern das Attentat. [Gruppe 1] wie die Hamas in Gaza oder der Islamische Jihad bezeichneten den Anschlag als »heroische Operation« und als »Widerstand gegen die verbrecherische Besatzung«. Sie übernahmen aber keine direkte Verantwortung, da der Attentäter zu den Al-Aqsa-Märtyrer-Brigaden gehörte, dem militärischen Arm der Fatah-Organisation von Palästinenserpräsident Mahmud Abbas.

Höchste Alarmstufe bei den israelischen Sicherheitskräften",CRIME_FRAME_NEG,NO_CRIME_FRAME,0.6,CRIME_FRAME_NEG,"**Label: CRIME_FRAME_NEG**
**Explanation:** Der Absatz verknüpft explizit **[Gruppe 1]** (Hamas, Islamischer Jihad, Al-Aqsa-Märtyrer-Brigaden) mit dem Terroranschlag als Täter*innen, der als „heroische Operation“ und „Widerstand“ legitimiert wird, sowie mit einer Sicherheitsbedrohung („Terrorwelle“) für Israel.",NO_CRIME_FRAME,"Der Absatz verknüpft zwar die [Gruppe 1] mit Terrorismus und Gewalt (z. B. Hamas, islamischer Jihad, Al-Aqsa-Märtyrer-Brigaden), **jedoch wird keine direkte Täterschaft der genannten Gruppen für den Anschlag explizit behauptet** (respektive als Fatah-nahe Gruppe *ausdrücklich* nicht auf sie projiziert), sondern lediglich ihre ideologische Unterstützung oder *symbolische* Billigung – zudem erfolgt die Erwähnung von [Andere Gruppe] als *Opfer* der Gewalt.",NO_CRIME_FRAME,"Der Absatz verknüpft zwar die **„Andere Gruppe“** (Israelis) mit einem Terroranschlag als Opfer von Gewalt, während **[Gruppe 1]** (palästinensische Gruppen wie Hamas, Islamischer Jihad, Al-Aqsa-Märtyrer-Brigaden) als mögliche Täter oder Unterstützer erwähnt wird – *aber nur diese spezifischen Akteure werden explizit mit Terrorismus verknüpft*, nicht die Gruppe als Ganzes (z. B. „Palästinenser“ oder „Muslime“ generell). Die **[Gruppe 1]** wird nicht pauschal als kriminell oder bedrohlich dargestellt, sondern selektiv deren *militante Arme* und nur im Kontext dieses Einzelereignisses.",CRIME_FRAME_NEG,"Der Text verknüpft **Gruppe 1** (z. B. Hamas, Islamischer Jihad oder Al-Aqsa-Märtyrer-Brigaden) explizit mit einem **Terroranschlag** als „heroische Operation“ und „Widerstand“, was sie als aktive Akteure einer Sicherheitsbedrohung darstellt.",NO_CRIME_FRAME,"Der Text verknüpft zwar die Gruppe **[Andere Gruppe]** mit einem Terroranschlag durch einen Einzelnen, der nicht explizit als Mitglied der Gruppe identifiziert wird, und erwähnt auch palästinensische Gruppen als Kommentatoren des Anschlags, aber die Gruppe selbst wird nicht als *Täter* oder *Verantwortliche* für die Kriminalität dargestellt. Stattdessen wird die Situation als Ergebnis eines geopolitischen Konflikts und militärischen Terrorismus (nicht innerstaatlicher Kriminalität) beschrieben."
632712853dd49b919c0df2ad,25,REFUG,"Erst kurz vor der deutschen Grenze sei ihm aufgefallen, dass im Laderaum viele Menschen waren. Sie hatten verzweifelt um Hilfe geschrien und mit den Fäusten gegen die Innenwände gehämmert. Sie hatten Durst, außerdem war ihnen sehr kalt. Thaer Farouk Al J. sagte vor Gericht, er habe sich nicht getraut, die Menschen aus dem Auto zu schmeißen, denn sie hätten darauf bestanden, dass er sie „nach Deutschland“ bringe. Sie seien „wütend“ gewesen und wollten ihren Traum „kurz vorm Ziel“ nicht aufgeben. Deshalb sei er weitergefahren.

Auch sein mutmaßlicher Mittäter Nayef Ahmad A. erklärte, er sei von unbekannten Männern zur Schleusung „gezwungen“ worden. So habe er in dem BMW kurzzeitig vier oder fünf [Gruppe 1] mitgenommen, sie aber noch in [Andere Gruppe] wieder ausgeladen. Fakt ist: Bundespolizisten fanden bei dem Verdächtigen 2590 Euro Bargeld. Die Ermittler glauben, dass es sich um den Schleuserlohn handelt. Nayef Ahmad A. bestreitet das. Er habe das Geld aus Dänemark mitgebracht, lautete seine wenig schlüssige Erklärung.

""Wenig glaubhaft"": Staatsanwältin zweifelt Aussagen an",CRIME_FRAME_NEG,CRIME_FRAME_NEG,0.8,CRIME_FRAME_NEG,"Der Absatz verbindet explizit die **[Gruppe 1]** mit **Schmuggel und Schleusung als Straftaten** (z. B. „Fakt ist: Bundespolizisten fanden bei dem Verdächtigen 2590 Euro [...] als Schleuserlohn“), wobei die Gruppe als **Täter oder Komplizen** im Kontext der Kriminalität dargestellt wird.",CRIME_FRAME_NEG,"Der Absatz verknüpft explizit die [Gruppe 1] mit **Schleusung und organisierter Kriminalität** (als Opfer von Zwangsverbrechen *und* gleichzeitig als Personengruppe, die illegal transportiert wird), wobei die Gruppe indirekt als **Objekt** und **Instrument krimineller Aktivitäten** (Schleusergering) dargestellt wird – ein klassischer **Bedrohungsrahmen** (obwohl sie selbst nicht die Täter sind, ist die Situationsbeschreibung untrennbar an Migration/Kriminalität gekoppelt).",NO_CRIME_FRAME,"Die Gruppe [Gruppe 1] wird ausschließlich als Opfer oder Transportierte dargestellt, während Kriminalität erst mit den Schleusern (Nayef Ahmad A. und Thaer Farouk Al J.) verknüpft wird, die nicht Teil der Gruppe sind.",CRIME_FRAME_NEG,"Der Absatz verknüpft explizit die **[Gruppe 1]** mit den Taten der Schleusung und illegalen Menschenhandel (z. B. „im Laderaum viele Menschen“, „Schleuserlohn“), und zwei identifizierte Täter werden als Mitglieder der Gruppe dargestellt.",CRIME_FRAME_NEG,"Der Absatz verknüpft explizit [Gruppe 1] mit **Schleusung** (illegale Migration als Straftat) und zeigt sie als passive Nutzer:innen einer kriminellen Handlung, wobei die Täter (Schleuser) zwar nicht zwingend Mitglieder der Gruppe sind, die Gruppe aber **kontextuell als Zielgruppe einer Straftat** (Menschenhandel) und **als Bedrohung der staatlichen Grenzsicherung** dargestellt wird. Der Schleuserkontext und die Beschreibung der Situation als kriminelle Handlung („gezwungen zur Schleusung“, „Schleuserlohn“) verankern den Kriminalitätsrahmen negativ an der Gruppenzugehörigkeit."
632712b33dd49b919c20c25b,2,REFUG,"

[Gruppe 1] aus der Ukraine stehen in München in einer langen Schlange vor dem Amt für Wohnen und Migration an. Ein Kommentar von Merkur-Chefredakteur Georg Anastasiadis. © Marcus Schlaf/Klaus Haag

Die Bundesregierung sollte dem Rat der Bundespolizei folgen und alle [Gruppe 1] aus der Ukraine bei der Einreise registrieren. Einen weiteren Kontrollverlust an den Grenzen wie 2015 darf sich Deutschland nicht erlauben, kommentiert Georg Anastasiadis.",NO_CRIME_FRAME,NO_CRIME_FRAME,0.8,CRIME_FRAME_NEG,"Der Absatz verknüpft explizit die Gruppe mit einem **Sicherheitsrisiko** („Kontrollverlust an den Grenzen wie 2015“, „Registrierungspflicht“), das als Bedrohung für die öffentliche Ordnung dargestellt wird (Verweis auf die Asyldebatte 2015).",NO_CRIME_FRAME,"**Label: NO_CRIME_FRAME**
**Explanation:** Der Absatz verknüpft die Gruppe explizit weder mit konkreter Kriminalität noch mit konkreten **Straftaten oder Sicherheitsrisiken**, sondern thematisiert ausschließlich **registrierungspolitische Forderungen** (Kontrollverlust ""wie 2015"") ohne Bezug auf Delikte oder Bedrohungen.",NO_CRIME_FRAME,"Der Absatz verknüpft die Gruppe nicht mit Kriminalität, sondern thematisiert lediglich die Registrierungspraxis bei Einreise im Kontext von Grenzsicherheit (Bezug zu 2015), ohne explizite Kriminalitätszuschreibungen oder Bedrohungsszenarien zu nennen.",NO_CRIME_FRAME,"Der Absatz verknüpft die Gruppe explizit mit **Migrationskontrolle und Grenzsicherheit**, nicht jedoch mit Kriminalität oder konkreten Straftaten, weshalb kein *CRIME_FRAME* vorliegt.",NO_CRIME_FRAME,"Der Text verknüpft die Gruppe aus der Ukraine **explizit nur mit Migration und Grenzsicherheit**, nicht aber mit Kriminalität oder Sicherheitsbedrohungen – hier steht die *Registrierungspflicht* im Fokus (historische Bezugnahme auf 2015 als *Kontrollverlust*), aber **keine Assoziation mit Straftaten** oder Bedrohungen durch die Gruppe selbst."
6353e2e560d398afa901e3b8,10,MIGR,"[Andere Gruppe] entsorgen eigene Papiere

Die gefälschten Papiere sollen über Mittelsmänner ins Ausland geliefert worden sein. Mit diesen Schein-Papieren, so heißt es, hätten die [Gruppe 1] beim Verlassen ihres Heimatlandes fälschlicherweise ein Aufenthaltsrecht in Deutschland vorweisen können.

Wie es bei „[Andere Gruppe]“ sehr häufig der Fall ist: Vor Betreten der Bundesrepublik sollen die vermeintlichen „[Andere Gruppe]“ die eigenen Originalpapiere entsorgt haben. Bisher hat die Bundespolizei mindestens 26 solcher Betrugsfälle festgestellt, die wahrscheinlich nachgewiesen werden können. Die Ermittlungen der deutschen Behörden dauern an. Vielleicht werden noch weitere Verdächtige verhaftet.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,1.0,CRIME_FRAME_NEG,Die **[Andere Gruppe]** wird explizit als Täterin von **Betrug (Fälschung von Papieren) und organisierter Kriminalität** dargestellt und mit konkreten Straftaten sowie einer systematischen Handlungsweise („wie es sehr häufig der Fall ist“) verknüpft.,CRIME_FRAME_NEG,"Die **[Gruppe 1]** wird explizit als Täterin von Betrugshandlungen (Fälschung von Papieren zur Täuschung der deutschen Behörden) dargestellt und mit konkreten Straftaten verknüpft, während **[andere Gruppe]** als Opfer oder indirekt Betroffene beschrieben wird.",CRIME_FRAME_NEG,"**Label: CRIME_FRAME_NEG**
**Explanation:** Die **[Andere Gruppe]** wird explizit als Täterin von Betrug (gefälschte Papiere) dargestellt, und die Tat wird ihren Mitgliedern als typisches Verhalten („wie es bei ‚[Andere Gruppe]‘ sehr häufig der Fall ist“) zugeschrieben.",CRIME_FRAME_NEG,Die **[Andere Gruppe]** wird explizit als Täterin der Betrugsdelikte (gefälschte Aufenthaltstitel) dargestellt und mit konkreten Straftaten bzw. Betrugsfällen verknüpft.,CRIME_FRAME_NEG,"Der Absatz verknüpft explizit die **[Gruppe 1]** mit Betrugsdelikten (falsche Papiere zur illegalen Einreise) und Verstößen gegen das Aufenthaltsrecht, indem sie als Tätergruppe mit konkreten Betrugsfällen beschrieben wird."
632712773dd49b919c07ec01,4,RUS,"Für [Gruppe 1] wird die Einreise in die EU mitunter schwieriger werden. Wochenlang hatten EU-Länder darüber gestritten, ob überhaupt und wie die Einreise erschwert werden soll. Der Kompromiss, der zustande gekommen ist, schmeckt Moskau nun gar nicht. Kremlsprecher Peskow deutet Gegenmaßnahmen gegen [Andere Gruppe] an.

Russland hat die EU-Entscheidung, die Einreise für russische Staatsbürger zu erschweren, verurteilt und vor möglichen Gegenmaßnahmen gewarnt. ""Dies ist schlecht für [Gruppe 1], es wird länger dauern und schwieriger sein, ein Visum zu erhalten"", sagte Kreml-Sprecher Dmitri Peskow vor Journalisten in Moskau.

Es werde aber auch ""die Situation für die [Andere Gruppe] erschweren"", erklärte Peskow weiter und bezeichnete die Entscheidung der EU-Außenminister, ein Abkommen mit Russland aus dem Jahr 2007 über Visa-Erleichterungen auszusetzen, als ""eine weitere lächerliche Entscheidung in einer Reihe von laufenden Absurditäten"".",NO_CRIME_FRAME,NO_CRIME_FRAME,1.0,NO_CRIME_FRAME,"Der Absatz thematisiert **ausschließlich visapolitische Konflikte und diplomatische Spannungen** zwischen der EU und Russland ohne jeden Bezug zu Kriminalität, Sicherheit oder ethnischen Gruppen als Täter oder Bedrohung.",NO_CRIME_FRAME,Der Text erwähnt weder Kriminalität noch Sicherheit im Zusammenhang mit **[Gruppe 1]** oder einer anderen Gruppe – es geht ausschließlich um diplomatische Spannungen und Visumpolitik.,NO_CRIME_FRAME,"Der Absatz behandelt ausschließlich geopolitische Konflikte, Visa-Regelungen und Gegenmaßnahmen zwischen der EU und Russland, ohne jeglichen expliziten Bezug zu Kriminalität, Sicherheit oder einer Verknüpfung der genannten Gruppen mit strafrechtlichen Handlungen.",NO_CRIME_FRAME,"Der Absatz behandelt ausschließlich **geopolitische Konflikte, Visa-Regelungen und Gegenmaßnahmen zwischen EU und Russland**, ohne dass [Gruppe 1] oder [andere Gruppe] mit **Kriminalität, innerer Sicherheit oder konkreten Straftaten** verknüpft wird.",NO_CRIME_FRAME,"Der Absatz thematisiert **ausschließlich visapolitische Konflikte** zwischen der EU und Russland ohne jeden Bezug zu Kriminalität, Sicherheit oder ethnischsozialen Gruppen, sodass kein Kriminalitäts- oder Sicherheitsrahmen vorliegt."
632712b03dd49b919c1f6623,6,JESID,"Al-Kuraischi sprengte sich selbst in die Luft

Al-Kuraischi war Anfang Februar bei einem US-Militäreinsatz im Nordwesten Syriens getötet worden. Er sprengte sich dabei nach Angaben aus Washington selbst in die Luft, um nicht für seine Taten zur Rechenschaft gezogen zu werden. Al-Kuraischi soll einer der Hauptverantwortlichen für den Völkermord an der religiösen Minderheit der [Gruppe 1] im Nordwesten des Iraks gewesen sein.

Der IS hoffe, dass der Krieg in der Ukraine nicht ende, ehe er die Menschen im Westen vernichtet und die dortigen Gebiete zerrissen habe, hieß es in der Audiobotschaft weiter. Deren Echtheit ließ sich zunächst nicht überprüfen. Sie wurde jedoch über die üblichen Kanäle der Extremisten in den sozialen Medien verbreitet.",NO_CRIME_FRAME,NO_CRIME_FRAME,1.0,NO_CRIME_FRAME,"Die Gruppe ([Gruppe 1]) wird im Absatz nur als Opfer eines Völkermords durch Al-Kuraischi (IS) beschrieben, ohne mit Kriminalität oder Sicherheit verknüpft zu werden.",NO_CRIME_FRAME,"Die Gruppe [Gruppe 1] wird im Absatz als Opfer des Völkermords durch Al-Kuraischi (IS) dargestellt, und die Kriminalität wird nicht direkt mit der Gruppe selbst verknüpft, sondern mit deren Tätern.",NO_CRIME_FRAME,"**Label: NO_CRIME_FRAME**
**Explanation:** Die Gruppe wird hier **nicht** als Täterin oder Quelle von Kriminalität im Kontext innerer Sicherheit (z. B. Diebstahl, Gewalt im Inland) dargestellt, sondern als Opfer des IS bzw. als von Völkermord betroffene Minderheit; die Kriminalität (Selbstmordanschlag, Extremismus) wird **nicht explizit der Gruppe zugeschrieben**, sondern einer anderen Gruppe (IS/Al-Kuraischi).",NO_CRIME_FRAME,"Der Text verbindet [Gruppe 1] zwar mit dem Attentat des IS-Mitglieds Al-Kuraischi, dieser wird jedoch **nicht als Mitglied der Gruppe**, sondern als eigenständiger Täter dargestellt (keine Assoziation der Gruppe mit Kriminalität oder Terrorismus im Sinne der Anweisungen).",NO_CRIME_FRAME,"Die Gruppe wird hier **nicht explizit mit der Selbstattentatshandlung oder den aktuellen Kriminalitäts- und Sicherheitsereignissen verbunden**, sondern nur als **Opfer des Völkermords durch Al-Kuraischi** (IS-Mitglied) erwähnt, ohne dass die Gruppe selbst als Täter oder Bedrohung dargestellt wird."
6327128f3dd49b919c122e6e,15,FRA,"dazu auch: Wahl zwischen Le Pen und Macron: Es brodelt in Frankreich

Viele [Gruppe 1] sind frustriert. Vor allem Jüngere wenden sich den politischen Extremen zu – oder wollen gar nicht mehr wählen. Das könnte der Rechtsextremen Le Pen helfen. Hier erklären sie ihre Gründe.

Es ist die Wut, die viele auf die Straße treibt. Zehntausende gingen zuletzt auf die Straße, in Paris, aber auch in kleineren Städten wie Lyon besetzten Studierende Universitäten. “Keine Stimme für Marine Le Pen”, heißt es auf den Plakaten. Oder: “Nein zu Rechtsextremismus”.",NO_CRIME_FRAME,NO_CRIME_FRAME,1.0,NO_CRIME_FRAME,"Der Absatz erwähnt zwar politische Extremismus (Le Pen/Rechtsextremismus), verbindet dies aber **nicht explizit mit [Gruppe 1]** – weder als Täter, Opfer noch als Akteur in einem Kriminalitäts- oder Sicherheitskontext. Die Gruppe wird als politisch frustriert und aktivistisch (nicht kriminell) dargestellt.",NO_CRIME_FRAME,"Der Text thematisiert politische Radikalisierung und Proteste, aber ohne expliziten Bezug zu Kriminalität, Sicherheit oder innerer Bedrohung durch die Gruppe.",NO_CRIME_FRAME,"Der Absatz thematisiert politische Frustration, Proteste gegen Rechtsextremismus und Wahlverhalten, ohne die Gruppe explizit mit Kriminalität oder innerer Sicherheit zu verknüpfen.",NO_CRIME_FRAME,"Der Absatz thematisiert politische Frustration, Extremismusbewegungen und Proteste, nicht jedoch Kriminalität oder Sicherheit im Sinne innerer Sicherheit; die Gruppe wird weder als Täter noch als Sicherheitsfaktor dargestellt.",NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Der Text thematisiert politische Frustration, Extremismus und Proteste, ohne die Gruppe explizit mit Kriminalität, innerer Sicherheit oder konkreten Straftaten zu verknüpfen."
Tagesspiegel_added_4f50aa9a145526063e436b050c0eda665c6e76c6_,11,GBR,"Ende der Integrationsbereitschaft

An der tief sitzenden Europaskepsis der [Gruppe 1] vermochte auch der Europaenthusiast Tony Blair nichts zu ändern. Als David Cameron schließlich alles auf eine Karte setzte und über den Verbleib in der EU abstimmen ließ, ging der Plan aus Sicht der Regierung wie auch der EU gewaltig schief. Unter dem Eindruck des wirtschaftlichen Niedergangs in Folge der Staatsschulden- und Finanzkrise und – ganz frisch – der Erfahrungen der Massenmigration sowie flankiert von einer politischen leave-Kampagne, die die Ängste und Hoffnungen der Menschen geschickt anzusprechen vermochte, entschieden sich 52 Prozent der [Gruppe 1] für den Austritt ihres Landes aus der EU.

Wie steht Simms dazu? Man muss wissen, dass Simms ein leidenschaftlicher [Andere Gruppe] ist, dem die Zögerlichkeit des europäischen Integrationsprojekts ein Graus ist. Seine Vision ist eine politische Union der europäischen Staaten nach Vorbild der USA oder eben Großbritanniens – für deren Realisierung er derzeit jedoch kaum mehr eine Chance sieht. Europa, so Simms’ radikales Urteil am Ende des Buches, „hat vor 1945 versagt, und die heutige europäische Union versagt nur etwas weniger“. Der Brexit wird in dieser Lesart zu einem letztlich konsequenten Notausstieg.",NO_CRIME_FRAME,NO_CRIME_FRAME,1.0,NO_CRIME_FRAME,"Der Absatz thematisiert politische Haltung („Europaskepsis“), wirtschaftliche Krisen und Migration *ohne* direkte Verknüpfung mit Kriminalität oder innerer Sicherheit und stellt die Gruppe nicht als Täter oder Gefahr dar.",NO_CRIME_FRAME,"Der Absatz verknüpft **[Gruppe 1]** explizit weder mit Kriminalität noch mit Sicherheit/Schutz, sondern behandelt politisch-gesellschaftliche Themen (EU-Skepsis, Brexit-Entscheidung, wirtschaftliche Ängste).",NO_CRIME_FRAME,"Der Absatz thematisiert politische Haltung, EU-Integration und wirtschaftliche/soziale Ängste der Gruppe, ohne Kriminalität oder Sicherheit explizit mit ihr zu verknüpfen.",NO_CRIME_FRAME,"Der Text thematisiert politische Entscheidungen (Brexit) und wirtschaftliche/migrationbedingte Ängste, ohne die Gruppe explizit mit Kriminalität, Straftaten oder innerer Sicherheit zu verknüpfen.",NO_CRIME_FRAME,"Der Absatz behandelt politische Einstellungen und den Brexit, nicht Kriminalität oder Sicherheit, und verknüpft die Gruppe **nicht** mit Straftaten oder Gefahren."
632712aa3dd49b919c1d28ab,1,NLD,"

Zwei tödliche Stürze von Touristen innerhalb weniger Stunden haben auf Mallorca für großes Entsetzen gesorgt. Bei den Opfern handele es sich um einen 34 Jahre alten [Andere Gruppe] und einen 31-jährigen [Gruppe 1], berichteten Medien am Freitag unter Berufung auf die Polizei der spanischen Urlaubsinsel.

Beide Tragödien ereigneten sich bereits am Donnerstag und seien „auf grobe Fahrlässigkeit“ zurückzuführen, schrieb die Regionalzeitung „Diario de Mallorca“. Die tödlichen Stürze wurden von Augenzeugen gefilmt und gingen im Netz viral. Im Fall des [Gruppe 1] wurde der Sturz in den Tod von der Partnerin live gestreamt. Die Polizei in Palma bestätigte auf Anfrage die Medienberichte.",NO_CRIME_FRAME,NO_CRIME_FRAME,1.0,NO_CRIME_FRAME,"Es wird zwar ein Todesfall erwähnt, aber dieser ist ein Unfall („grobe Fahrlässigkeit“) und nicht mit Kriminalität oder Sicherheit verknüpft, sondern bezieht sich auf eine Tragödie ohne Bezug zur Gruppenzugehörigkeit.",NO_CRIME_FRAME,Der Absatz beschreibt einen tödlichen Unfall (Sturz) aufgrund von Fahrlässigkeit als Opferlage und verknüpft dies weder mit Kriminalität noch mit einer Sicherheitsbedrohung oder Prävention im Kontext der Gruppe.,NO_CRIME_FRAME,"Die Gruppe wird ausschließlich als Opfer eines Unfalls durch *grobe Fahrlässigkeit* genannt, ohne dass sie mit Kriminalität oder Sicherheit verknüpft wird.",NO_CRIME_FRAME,"Der Absatz behandelt **Unfälle durch grobe Fahrlässigkeit** (keine Kriminalität) und die Gruppe **[Gruppe 1]** wird **ausschließlich als Opfer** dargestellt, ohne Verbindung zu Straftaten oder Sicherheitsbedrohungen.",NO_CRIME_FRAME,"Im Text wird ein tödlicher Unfall als „grobe Fahrlässigkeit“ klassifiziert, nicht als Straftat oder Sicherheitsbedrohung, und die Gruppe ist hier ausschließliche Opfer der Vorfälle."
632712833dd49b919c0ce4da,8,UKR,"Sind Sie desillusioniert, dass das lange Bemühen um Frieden ohne Waffen in diesen Tagen infrage gestellt wird?

Leider ja. Die Grundausrichtung evangelischer Friedensethik ist: Was können wir tun, dass Menschen in Frieden zusammenleben? Aber es kann Situationen geben, in denen dieser Frieden nicht von allen gewollt wird. Vor dieser Herausforderung stehen wir jetzt. Wir sind nicht in einer erlösten Welt. Es gibt Situationen, in denen man in einer Ultima Ratio dem Bösen unter Umständen mit Gewalt entgegentreten muss. Das gilt für das Selbstverteidigungsrecht, das die [Gruppe 1] im Moment völlig legitim in Anspruch nehmen. Die zweite Begründung in der Friedensethik wäre ein UN-Mandat im Sinne einer rechtserhaltenden Gewalt. Wir müssen uns immer klarmachen: Mit Waffen allein ist Frieden nicht wirklich zu schaffen und zu sichern. Wir sehen ja jetzt schon, dass es einer neuen Sicherheitsarchitektur bedarf. Wenn diese Vereinbarungen aus der Vergangenheit nicht getragen haben, wie muss dann eine künftige Friedensordnung aussehen? Das ist eine riesige politische Aufgabe, die aber am Ziel Frieden ausgerichtet werden muss. Das ist der Unterschied zu einer Ethik, die sich am Krieg orientiert.

Wie ist das Echo in den einzelnen Gemeinden auf Ihre Aufforderung, die [Gruppe 1] aufzunehmen?",NO_CRIME_FRAME,NO_CRIME_FRAME,1.0,NO_CRIME_FRAME,"Der Text thematisiert **militärische Selbstverteidigung und geopolitische Konflikte** im Kontext internationaler Friedensethik und Gewaltlegitimation, aber **nicht Kriminalität oder innere Sicherheit im medialen Sinne** – die Gruppe wird hier als Akteur in einem Kriegshandlungskontext (UN-Mandat, Selbstverteidigungsrecht) dargestellt, nicht als Quelle von Straftaten oder Sicherheitsbedrohungen.",NO_CRIME_FRAME,"Der Text behandelt ausschließlich geopolitische Konflikte und militärische Rechtfertigungen zur Selbstverteidigung unter UN-Mandat, ohne dass die [Gruppe 1] mit innerer Kriminalität oder Sicherheitsbedrohungen im deutschen Kontext verbunden wird.",NO_CRIME_FRAME,"Der Absatz verknüpft die **[Gruppe 1]** ausschließlich mit militärischer Selbstverteidigung oder UN-Mandaten im Kontext internationaler Konflikte sowie humanitärer Friedensethik, nicht mit innerer Sicherheit, Kriminalität oder Straftaten im Sinne der Annotationsregeln.",NO_CRIME_FRAME,"Der Absatz thematisiert Krieg, militärische Selbstverteidigung und Friedensethik, aber es gibt **keinen expliziten Bezug zur Kriminalität oder innerstaatlichen Sicherheit** der [Gruppe 1].",NO_CRIME_FRAME,"**Label: NO_CRIME_FRAME**
**Explanation:** Die Erwähnung von Gewalt oder Selbstverteidigung bezieht sich auf militärische/geopolitische Konflikte (z. B. UN-Mandat, „Selbstverteidigungsrecht“), nicht auf **innere Sicherheit** oder Kriminalität im Sinne der Studienanforderungen."
